Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,group,n_genes,organism,go_library,input_genes,p_adj_global
GO_Cellular_Component_2021,focal adhesion (GO:0005925),6/387,0.0131279386649067,0.0291983463409132,0,0,3.2700619869324843,14.169219783288858,ARPC3;ARPC1B;RAC1;VIM;ACTB;TNFSF13B,3,100,human,GO_Cellular_Component_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.1872781613367187
GO_Biological_Process_2021,negative regulation of fibroblast proliferation (GO:0048147),2/18,0.003594237117374,0.0294159932500878,0,0,25.362244897959183,142.7494556250508,GSTP1;FTH1,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.18803869140721433
GO_Biological_Process_2021,positive regulation of interleukin-4 production (GO:0032753),2/18,0.003594237117374,0.0294159932500878,0,0,25.362244897959183,142.7494556250508,CEBPB;FCER1G,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.18803869140721433
GO_Biological_Process_2021,positive regulation of interleukin-1 production (GO:0032732),3/62,0.0037044719565665,0.0301200203527369,0,0,10.400663987419186,58.22514848728369,PYCARD;TYROBP;MNDA,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.19188776159767973
GO_Biological_Process_2021,regulation of inflammatory response (GO:0050727),5/206,0.0037696157628215,0.0304506623957792,0,0,5.158156585493585,28.78654846947556,NFKBIA;GRN;TMSB4X;S100A9;S100A8,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.19347060534322333
GO_Biological_Process_2021,amyloid fibril formation (GO:1990000),3/63,0.0038757213407073,0.0309063932553846,0,0,10.22680412371134,56.78968343517464,CST3;FKBP1A;LYZ,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.19498866940351628
GO_Biological_Process_2021,negative regulation of endopeptidase activity (GO:0010951),3/63,0.0038757213407073,0.0309063932553846,0,0,10.22680412371134,56.78968343517464,SERPINA1;TIMP1;GAPDH,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.19498866940351628
GO_Biological_Process_2021,regulation of apoptotic process (GO:0042981),10/742,0.0039862197725396,0.030938091768145,0,0,2.909532483302975,16.074910706193087,PYCARD;NFKBIA;CD74;PRELID1;LGALS1;GSTP1;IFI6;CTSH;MNDA;CTSB,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.19498866940351628
GO_Biological_Process_2021,Rac protein signal transduction (GO:0016601),2/19,0.0040040456388033,0.030938091768145,0,0,23.869147659063625,131.7684366549516,RAC1;AIF1,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.19498866940351628
GO_Biological_Process_2021,regulation of lymphocyte proliferation (GO:0050670),2/19,0.0040040456388033,0.030938091768145,0,0,23.869147659063625,131.7684366549516,LGALS3;LST1,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.19498866940351628
GO_Biological_Process_2021,positive regulation of focal adhesion assembly (GO:0051894),2/19,0.0040040456388033,0.030938091768145,0,0,23.869147659063625,131.7684366549516,RAC1;S100A10,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.19498866940351628
GO_Biological_Process_2021,positive regulation of neutrophil chemotaxis (GO:0090023),2/19,0.0040040456388033,0.030938091768145,0,0,23.869147659063625,131.7684366549516,CD74;RAC1,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.19498866940351628
GO_Cellular_Component_2021,cell-substrate junction (GO:0030055),6/394,0.0142300615910497,0.0311131855126341,0,0,3.2099144549243257,13.649835537267007,ARPC3;ARPC1B;RAC1;VIM;ACTB;TNFSF13B,3,100,human,GO_Cellular_Component_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.19514266272686814
GO_Biological_Process_2021,regulation of extrinsic apoptotic signaling pathway (GO:2001236),3/64,0.004051724989556,0.0311132462160968,0,0,10.058644583403751,55.40917594097984,PYCARD;LGALS3;GSTP1,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.19514266272686814
GO_Biological_Process_2021,regulation of cell migration (GO:0030334),7/408,0.0044008546408822,0.0326421172209162,0,0,3.660016625103907,19.859091071591145,CD74;GRN;TMSB4X;CTSH;RAC1;TMSB10;AIF1,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.20245145099286033
GO_Biological_Process_2021,cellular component disassembly (GO:0022411),3/66,0.0044181514367396,0.0326421172209162,0,0,9.738340697103585,52.80161336369526,CAPG;TIMP1;CTSS,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.20245145099286033
GO_Biological_Process_2021,extracellular matrix disassembly (GO:0022617),3/66,0.0044181514367396,0.0326421172209162,0,0,9.738340697103585,52.80161336369526,CAPG;TIMP1;CTSS,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.20245145099286033
GO_Biological_Process_2021,negative regulation of multicellular organismal process (GO:0051241),5/214,0.0044287415592079,0.0326421172209162,0,0,4.958700579199194,26.87437105346752,SRGN;RGS2;GRN;SPI1;TIMP1,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.20245145099286033
GO_Biological_Process_2021,negative regulation of viral life cycle (GO:1903901),2/20,0.004434499847536,0.0326421172209162,0,0,22.54195011337869,122.13995997533476,FCN1;IFITM3,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.20245145099286033
GO_Biological_Process_2021,positive regulation of alpha-beta T cell activation (GO:0046635),2/20,0.004434499847536,0.0326421172209162,0,0,22.54195011337869,122.13995997533476,HLA-DRA;HLA-DRB1,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.20245145099286033
GO_Biological_Process_2021,regulation of T cell migration (GO:2000404),2/20,0.004434499847536,0.0326421172209162,0,0,22.54195011337869,122.13995997533476,PYCARD;AIF1,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.20245145099286033
GO_Biological_Process_2021,vascular endothelial growth factor receptor signaling pathway (GO:0048010),3/67,0.0046086500826343,0.0337244747223358,0,0,9.58569587628866,51.56932115539997,NCF2;CYBA;RAC1,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.20741322925245845
GO_Biological_Process_2021,interferon-gamma-mediated signaling pathway (GO:0060333),3/68,0.0048040547103092,0.0349487956703199,0,0,9.437747819191118,50.38148186551567,HLA-DRA;IFI30;HLA-DRB1,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.21340976655754357
GO_Biological_Process_2021,cellular response to lipid (GO:0071396),5/219,0.0048802167111029,0.0351296054875489,0,0,4.8416133792424985,25.769805073056457,PYCARD;GSTP1;CD14;VIM;CD68,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.21423598786966347
GO_Biological_Process_2021,actin nucleation (GO:0045010),2/21,0.0048853872583166,0.0351296054875489,0,0,21.354457572502685,113.63788950907964,ARPC3;ARPC1B,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.21423598786966347
GO_Biological_Process_2021,negative regulation of B cell activation (GO:0050869),2/22,0.0053564969577325,0.0372261576280409,0,0,20.285714285714285,106.08302856731788,TYROBP;MNDA,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.22351053576401345
GO_Biological_Process_2021,negative regulation of lymphocyte activation (GO:0051250),2/22,0.0053564969577325,0.0372261576280409,0,0,20.285714285714285,106.08302856731788,LGALS3;LST1,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.22351053576401345
GO_Biological_Process_2021,cell projection assembly (GO:0030031),2/22,0.0053564969577325,0.0372261576280409,0,0,20.285714285714285,106.08302856731788,CAPG;RAC1,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.22351053576401345
GO_Biological_Process_2021,osteoclast differentiation (GO:0030316),2/22,0.0053564969577325,0.0372261576280409,0,0,20.285714285714285,106.08302856731788,TYROBP;ANXA2,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.22351053576401345
GO_Biological_Process_2021,positive regulation of granulocyte chemotaxis (GO:0071624),2/22,0.0053564969577325,0.0372261576280409,0,0,20.285714285714285,106.08302856731788,CD74;RAC1,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.22351053576401345
GO_Biological_Process_2021,positive regulation of neutrophil migration (GO:1902624),2/22,0.0053564969577325,0.0372261576280409,0,0,20.285714285714285,106.08302856731788,CD74;RAC1,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.22351053576401345
GO_Biological_Process_2021,myeloid leukocyte differentiation (GO:0002573),3/71,0.0054200564280536,0.0374586122027705,0,0,9.020012128562763,47.06325773617709,SPI1;TYROBP;HLA-DRB1,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.22422777654245835
GO_Biological_Process_2021,negative regulation of DNA-binding transcription factor activity (GO:0043433),4/143,0.0057826822040575,0.0391651589050093,0,0,5.923561151079137,30.52344512779197,PYCARD;NFKBIA;SPI1;TMSB4X,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.2309199350341688
GO_Biological_Process_2021,negative regulation of phosphoprotein phosphatase activity (GO:0032515),2/23,0.0058476195920622,0.0391651589050093,0,0,19.318756073858115,99.33164622370634,FKBP1A;LGALS3,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.2309199350341688
GO_Biological_Process_2021,regulation of mononuclear cell migration (GO:0071675),2/23,0.0058476195920622,0.0391651589050093,0,0,19.318756073858115,99.33164622370634,LGALS3;AIF1,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.2309199350341688
GO_Biological_Process_2021,regulation of peptidase activity (GO:0052547),2/23,0.0058476195920622,0.0391651589050093,0,0,19.318756073858115,99.33164622370634,CST3;CTSH,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.2309199350341688
GO_Biological_Process_2021,glucose 6-phosphate metabolic process (GO:0051156),2/23,0.0058476195920622,0.0391651589050093,0,0,19.318756073858115,99.33164622370634,TALDO1;TKT,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.2309199350341688
GO_Biological_Process_2021,response to molecule of bacterial origin (GO:0002237),3/73,0.0058558838877264,0.0391651589050093,0,0,8.761413843888072,45.03636856812869,CD14;S100A9;S100A8,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.2309199350341688
GO_Biological_Process_2021,proteolysis involved in cellular protein catabolic process (GO:0051603),3/74,0.006081441880416,0.0399496611959077,0,0,8.637578045593147,44.07335823715741,CTSH;CTSS;CTSB,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.23335360410711348
GO_Biological_Process_2021,cellular response to amino acid starvation (GO:0034198),3/74,0.006081441880416,0.0399496611959077,0,0,8.637578045593147,44.07335823715741,ATP6V0B;CEBPB;LAMTOR4,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.23335360410711348
GO_Biological_Process_2021,apoptotic process (GO:0006915),5/231,0.0060957749918324,0.0399496611959077,0,0,4.581741965533302,23.36761422591037,PYCARD;NFKBIA;IFI6;CD14;GAPDH,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.23335360410711348
GO_Biological_Process_2021,response to amino acid starvation (GO:1990928),3/75,0.0063121368856795,0.0399496611959077,0,0,8.517182130584192,43.1419208970586,ATP6V0B;CEBPB;LAMTOR4,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.23335360410711348
GO_Biological_Process_2021,positive regulation of lymphocyte proliferation (GO:0050671),3/75,0.0063121368856795,0.0399496611959077,0,0,8.517182130584192,43.1419208970586,CD74;AIF1;TNFSF13B,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.23335360410711348
GO_Biological_Process_2021,regulation of cell size (GO:0008361),2/24,0.0063585473607634,0.0399496611959077,0,0,18.43970315398887,93.26719485343038,RAC1;LAMTOR4,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.23335360410711348
GO_Biological_Process_2021,canonical glycolysis (GO:0061621),2/24,0.0063585473607634,0.0399496611959077,0,0,18.43970315398887,93.26719485343038,ALDOA;GAPDH,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.23335360410711348
GO_Biological_Process_2021,negative regulation of NIK/NF-kappaB signaling (GO:1901223),2/24,0.0063585473607634,0.0399496611959077,0,0,18.43970315398887,93.26719485343038,SPI1;TMSB4X,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.23335360410711348
GO_Biological_Process_2021,positive regulation of cell-substrate junction organization (GO:0150117),2/24,0.0063585473607634,0.0399496611959077,0,0,18.43970315398887,93.26719485343038,RAC1;S100A10,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.23335360410711348
GO_Biological_Process_2021,glucose catabolic process to pyruvate (GO:0061718),2/24,0.0063585473607634,0.0399496611959077,0,0,18.43970315398887,93.26719485343038,ALDOA;GAPDH,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.23335360410711348
GO_Biological_Process_2021,immune response-activating cell surface receptor signaling pathway (GO:0002429),2/24,0.0063585473607634,0.0399496611959077,0,0,18.43970315398887,93.26719485343038,FCER1G;FPR1,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.23335360410711348
GO_Biological_Process_2021,positive regulation of neuron apoptotic process (GO:0043525),2/24,0.0063585473607634,0.0399496611959077,0,0,18.43970315398887,93.26719485343038,GRN;TYROBP,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.23335360410711348
GO_Biological_Process_2021,cellular response to hormone stimulus (GO:0032870),3/76,0.00654799848395,0.0409332166534366,0,0,8.400084733794662,42.24063124042488,CTSH;CTSS;CTSB,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.23645838528144725
GO_Biological_Process_2021,negative regulation of endocytosis (GO:0045806),2/25,0.0068890740028299,0.0418049173635145,0,0,17.637089618456077,87.79423275712823,LGALS3;RAC1,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.23943740991171078
GO_Biological_Process_2021,organophosphate ester transport (GO:0015748),2/25,0.0068890740028299,0.0418049173635145,0,0,17.637089618456077,87.79423275712823,PRELID1;NPC2,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.23943740991171078
GO_Biological_Process_2021,regulation of neutrophil chemotaxis (GO:0090022),2/25,0.0068890740028299,0.0418049173635145,0,0,17.637089618456077,87.79423275712823,CD74;RAC1,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.23943740991171078
GO_Biological_Process_2021,glycolytic process through glucose-6-phosphate (GO:0061620),2/25,0.0068890740028299,0.0418049173635145,0,0,17.637089618456077,87.79423275712823,ALDOA;GAPDH,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.23943740991171078
GO_Biological_Process_2021,positive regulation of T cell migration (GO:2000406),2/25,0.0068890740028299,0.0418049173635145,0,0,17.637089618456077,87.79423275712823,PYCARD;AIF1,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.23943740991171078
GO_Biological_Process_2021,negative regulation of actin filament polymerization (GO:0030837),2/25,0.0068890740028299,0.0418049173635145,0,0,17.637089618456077,87.79423275712823,TMSB4X;TMSB10,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.23943740991171078
GO_Biological_Process_2021,negative regulation of protein serine/threonine kinase activity (GO:0071901),3/78,0.0070353356395665,0.0424852307554405,0,0,8.175257731958762,40.523198294001766,PYCARD;RGS2;GSTP1,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.2421555283251984
GO_Biological_Process_2021,actin filament organization (GO:0007015),4/152,0.0071531528674231,0.0429880297926297,0,0,5.5608108108108105,27.47152901723233,CAPG;RAC1;ALDOA;AIF1,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.24442952205760948
GO_Molecular_Function_2021,nuclear localization sequence binding (GO:0008139),2/24,0.0063585473607634,0.0439799525786138,0,0,18.43970315398887,93.26719485343038,NUP214;NFKBIA,3,100,human,GO_Molecular_Function_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.24723297521207613
GO_Molecular_Function_2021,ferrous iron binding (GO:0008198),2/24,0.0063585473607634,0.0439799525786138,0,0,18.43970315398887,93.26719485343038,FTH1;FTL,3,100,human,GO_Molecular_Function_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.24723297521207613
GO_Biological_Process_2021,positive regulation of T cell mediated cytotoxicity (GO:0001916),2/26,0.0074389947886241,0.0444909111396556,0,0,16.901360544217688,82.83389842043363,HLA-DRA;HLA-DRB1,3,100,human,GO_Biological_Process_2021,"LYZ,S100A9,S100A8,TYROBP,FCN1,FTL,CST3,LGALS2,S100A6,FTH1,LGALS1,GPX1,GSTP1,S100A4,TYMP,AIF1,OAZ1,CTSS,LST1,PSAP",0.2495094814121484
